user_id: 100001878, average_rebuy_date: 0
user_id: 101748138, average_rebuy_date: 0
user_id: 101828235, average_rebuy_date: 0
user_id: 10184170, average_rebuy_date: 0
user_id: 101854346, average_rebuy_date: 0
user_id: 101857968, average_rebuy_date: 4
user_id: 101898979, average_rebuy_date: 0
user_id: 101903161, average_rebuy_date: 0
user_id: 10191206, average_rebuy_date: 8
user_id: 1019952, average_rebuy_date: 1
user_id: 102011432, average_rebuy_date: 0
user_id: 102014015, average_rebuy_date: 10
user_id: 102033461, average_rebuy_date: 0
user_id: 102036262, average_rebuy_date: 0
user_id: 102042828, average_rebuy_date: 2
user_id: 102057111, average_rebuy_date: 2
user_id: 102064914, average_rebuy_date: 1
user_id: 10211498, average_rebuy_date: 9
user_id: 10219075, average_rebuy_date: 3
user_id: 1022699, average_rebuy_date: 0
user_id: 102281568, average_rebuy_date: 0
user_id: 1022919, average_rebuy_date: 0
user_id: 102350790, average_rebuy_date: 3
user_id: 102366872, average_rebuy_date: 1
user_id: 102417042, average_rebuy_date: 0
user_id: 102418389, average_rebuy_date: 0
user_id: 102477155, average_rebuy_date: 0
user_id: 102629009, average_rebuy_date: 0
user_id: 102663288, average_rebuy_date: 0
user_id: 102689410, average_rebuy_date: 4
user_id: 102712222, average_rebuy_date: 0
user_id: 102727427, average_rebuy_date: 2
user_id: 102758797, average_rebuy_date: 0
user_id: 102825286, average_rebuy_date: 1
user_id: 102827853, average_rebuy_date: 0
user_id: 102897084, average_rebuy_date: 0
user_id: 102930156, average_rebuy_date: 6
user_id: 10297132, average_rebuy_date: 1
user_id: 102974755, average_rebuy_date: 0
user_id: 102996286, average_rebuy_date: 2
user_id: 102999986, average_rebuy_date: 0
user_id: 10303832, average_rebuy_date: 2
user_id: 1030408, average_rebuy_date: 0
user_id: 103133076, average_rebuy_date: 0
user_id: 103134579, average_rebuy_date: 10
user_id: 103141994, average_rebuy_date: 5
user_id: 103149203, average_rebuy_date: 0
user_id: 10319860, average_rebuy_date: 0
user_id: 103274179, average_rebuy_date: 0
user_id: 10335403, average_rebuy_date: 2
user_id: 103412418, average_rebuy_date: 12
user_id: 103439105, average_rebuy_date: 0
user_id: 103447009, average_rebuy_date: 0
user_id: 103486499, average_rebuy_date: 0
user_id: 103498808, average_rebuy_date: 0
user_id: 103499403, average_rebuy_date: 0
user_id: 103523811, average_rebuy_date: 0
user_id: 103548522, average_rebuy_date: 0
user_id: 103585097, average_rebuy_date: 0
user_id: 103595250, average_rebuy_date: 6
user_id: 103600156, average_rebuy_date: 4
user_id: 103606020, average_rebuy_date: 2
user_id: 103610059, average_rebuy_date: 7
user_id: 103633934, average_rebuy_date: 13
user_id: 103653287, average_rebuy_date: 0
user_id: 103664180, average_rebuy_date: 1
user_id: 103704577, average_rebuy_date: 3
user_id: 103767458, average_rebuy_date: 0
user_id: 103781365, average_rebuy_date: 0
user_id: 103812524, average_rebuy_date: 2
user_id: 103891828, average_rebuy_date: 0
user_id: 103898055, average_rebuy_date: 0
user_id: 103947735, average_rebuy_date: 0
user_id: 103962421, average_rebuy_date: 0
user_id: 103969154, average_rebuy_date: 0
user_id: 103980016, average_rebuy_date: 12
user_id: 104007279, average_rebuy_date: 8
user_id: 104084848, average_rebuy_date: 0
user_id: 104091023, average_rebuy_date: 0
user_id: 104135842, average_rebuy_date: 1
user_id: 104139699, average_rebuy_date: 0
user_id: 104164603, average_rebuy_date: 0
user_id: 1041761, average_rebuy_date: 0
user_id: 104200605, average_rebuy_date: 0
user_id: 104250260, average_rebuy_date: 0
user_id: 104298835, average_rebuy_date: 16
user_id: 10437655, average_rebuy_date: 10
user_id: 104456945, average_rebuy_date: 0
user_id: 104468262, average_rebuy_date: 0
user_id: 104541497, average_rebuy_date: 0
user_id: 10455102, average_rebuy_date: 0
user_id: 104569658, average_rebuy_date: 2
user_id: 104597620, average_rebuy_date: 1
user_id: 104611414, average_rebuy_date: 0
user_id: 104613070, average_rebuy_date: 0
user_id: 104635996, average_rebuy_date: 0
user_id: 104664128, average_rebuy_date: 0
user_id: 104683710, average_rebuy_date: 3
user_id: 104735935, average_rebuy_date: 1
user_id: 104777513, average_rebuy_date: 2
user_id: 104804964, average_rebuy_date: 0
user_id: 10480818, average_rebuy_date: 0
user_id: 104811265, average_rebuy_date: 0
user_id: 104816721, average_rebuy_date: 0
user_id: 104849552, average_rebuy_date: 0
user_id: 104884471, average_rebuy_date: 0
user_id: 104937626, average_rebuy_date: 0
user_id: 104994810, average_rebuy_date: 0
user_id: 104997704, average_rebuy_date: 0
user_id: 105019487, average_rebuy_date: 4
user_id: 105026849, average_rebuy_date: 2
user_id: 105038469, average_rebuy_date: 5
user_id: 1050684, average_rebuy_date: 3
user_id: 105069110, average_rebuy_date: 1
user_id: 105105740, average_rebuy_date: 0
user_id: 105190158, average_rebuy_date: 0
user_id: 105256165, average_rebuy_date: 0
user_id: 105271091, average_rebuy_date: 6
user_id: 105278727, average_rebuy_date: 5
user_id: 105288851, average_rebuy_date: 0
user_id: 105310641, average_rebuy_date: 1
user_id: 105313845, average_rebuy_date: 0
user_id: 105346865, average_rebuy_date: 0
user_id: 10539406, average_rebuy_date: 3
user_id: 105397406, average_rebuy_date: 0
user_id: 105417760, average_rebuy_date: 6
user_id: 105419801, average_rebuy_date: 4
user_id: 105591402, average_rebuy_date: 7
user_id: 105616401, average_rebuy_date: 0
user_id: 105617429, average_rebuy_date: 0
user_id: 105638508, average_rebuy_date: 0
user_id: 105732108, average_rebuy_date: 7
user_id: 105744471, average_rebuy_date: 0
user_id: 105805037, average_rebuy_date: 0
user_id: 105835220, average_rebuy_date: 0
user_id: 105836892, average_rebuy_date: 0
user_id: 105837655, average_rebuy_date: 1
user_id: 105863986, average_rebuy_date: 8
user_id: 105871343, average_rebuy_date: 2
user_id: 105887770, average_rebuy_date: 0
user_id: 105919960, average_rebuy_date: 0
user_id: 106021995, average_rebuy_date: 1
user_id: 106025785, average_rebuy_date: 0
user_id: 106058919, average_rebuy_date: 0
user_id: 106090167, average_rebuy_date: 1
user_id: 106108402, average_rebuy_date: 0
user_id: 106175697, average_rebuy_date: 0
user_id: 10630192, average_rebuy_date: 0
user_id: 106320112, average_rebuy_date: 0
user_id: 106342906, average_rebuy_date: 0
user_id: 106416249, average_rebuy_date: 1
user_id: 106422256, average_rebuy_date: 0
user_id: 106498387, average_rebuy_date: 1
user_id: 10653322, average_rebuy_date: 0
user_id: 106547164, average_rebuy_date: 0
user_id: 106557109, average_rebuy_date: 0
user_id: 106586433, average_rebuy_date: 0
user_id: 106634442, average_rebuy_date: 0
user_id: 106753864, average_rebuy_date: 0
user_id: 106783624, average_rebuy_date: 0
user_id: 106815559, average_rebuy_date: 0
user_id: 106834015, average_rebuy_date: 0
user_id: 106926411, average_rebuy_date: 0
user_id: 106937011, average_rebuy_date: 0
user_id: 107034437, average_rebuy_date: 1
user_id: 107047436, average_rebuy_date: 11
user_id: 10705215, average_rebuy_date: 2
user_id: 10706095, average_rebuy_date: 0
user_id: 107102683, average_rebuy_date: 0
user_id: 107109917, average_rebuy_date: 0
user_id: 107113176, average_rebuy_date: 9
user_id: 107209058, average_rebuy_date: 0
user_id: 107287661, average_rebuy_date: 1
user_id: 107301929, average_rebuy_date: 0
user_id: 107322212, average_rebuy_date: 0
user_id: 107351947, average_rebuy_date: 11
user_id: 107376559, average_rebuy_date: 4
user_id: 107413843, average_rebuy_date: 0
user_id: 107416583, average_rebuy_date: 0
user_id: 107452984, average_rebuy_date: 0
user_id: 107621692, average_rebuy_date: 0
user_id: 107628666, average_rebuy_date: 1
user_id: 10765825, average_rebuy_date: 12
user_id: 107680357, average_rebuy_date: 0
user_id: 107683230, average_rebuy_date: 0
user_id: 10770527, average_rebuy_date: 2
user_id: 107726623, average_rebuy_date: 0
user_id: 10773940, average_rebuy_date: 0
user_id: 107756063, average_rebuy_date: 5
user_id: 107765078, average_rebuy_date: 2
user_id: 107824319, average_rebuy_date: 0
user_id: 107830601, average_rebuy_date: 0
user_id: 107857272, average_rebuy_date: 0
user_id: 107859322, average_rebuy_date: 0
user_id: 107868172, average_rebuy_date: 1
user_id: 107874169, average_rebuy_date: 0
user_id: 107882320, average_rebuy_date: 0
user_id: 108049747, average_rebuy_date: 0
user_id: 108070698, average_rebuy_date: 0
user_id: 10815578, average_rebuy_date: 0
user_id: 108168148, average_rebuy_date: 0
user_id: 108212684, average_rebuy_date: 1
user_id: 108260948, average_rebuy_date: 5
user_id: 108266017, average_rebuy_date: 0
user_id: 10833396, average_rebuy_date: 1
user_id: 108369002, average_rebuy_date: 0
user_id: 108378461, average_rebuy_date: 0
user_id: 108404535, average_rebuy_date: 0
user_id: 108427185, average_rebuy_date: 0
user_id: 108546559, average_rebuy_date: 0
user_id: 10856328, average_rebuy_date: 0
user_id: 108583520, average_rebuy_date: 0
user_id: 108704609, average_rebuy_date: 0
user_id: 108728269, average_rebuy_date: 9
user_id: 108748058, average_rebuy_date: 4
user_id: 108750800, average_rebuy_date: 20
user_id: 108755598, average_rebuy_date: 0
user_id: 10878250, average_rebuy_date: 0
user_id: 108786121, average_rebuy_date: 0
user_id: 108789051, average_rebuy_date: 0
user_id: 108810522, average_rebuy_date: 0
user_id: 108829095, average_rebuy_date: 0
user_id: 10887844, average_rebuy_date: 0
user_id: 108879821, average_rebuy_date: 0
user_id: 108903107, average_rebuy_date: 14
user_id: 108912700, average_rebuy_date: 0
user_id: 108952067, average_rebuy_date: 0
user_id: 109005178, average_rebuy_date: 2
user_id: 109048285, average_rebuy_date: 0
user_id: 1091123, average_rebuy_date: 0
user_id: 109127316, average_rebuy_date: 3
user_id: 109129708, average_rebuy_date: 4
user_id: 109179391, average_rebuy_date: 0
user_id: 109258006, average_rebuy_date: 0
user_id: 109382445, average_rebuy_date: 0
user_id: 109400391, average_rebuy_date: 0
user_id: 109410073, average_rebuy_date: 0
user_id: 109493411, average_rebuy_date: 0
user_id: 109522508, average_rebuy_date: 0
user_id: 109533593, average_rebuy_date: 0
user_id: 109553291, average_rebuy_date: 0
user_id: 109560964, average_rebuy_date: 2
user_id: 10960939, average_rebuy_date: 0
user_id: 109613455, average_rebuy_date: 0
user_id: 109647745, average_rebuy_date: 0
user_id: 109678791, average_rebuy_date: 0
user_id: 109687773, average_rebuy_date: 0
user_id: 109689227, average_rebuy_date: 0
user_id: 109689683, average_rebuy_date: 0
user_id: 109698871, average_rebuy_date: 0
user_id: 109705911, average_rebuy_date: 0
user_id: 109711418, average_rebuy_date: 0
user_id: 109714912, average_rebuy_date: 0
user_id: 109732215, average_rebuy_date: 0
user_id: 109772113, average_rebuy_date: 6
user_id: 109793878, average_rebuy_date: 0
user_id: 10980798, average_rebuy_date: 0
user_id: 109859583, average_rebuy_date: 0
user_id: 109893417, average_rebuy_date: 2
user_id: 10990641, average_rebuy_date: 0
user_id: 109911889, average_rebuy_date: 0
user_id: 109927373, average_rebuy_date: 5
user_id: 109928088, average_rebuy_date: 0
user_id: 109938282, average_rebuy_date: 0
user_id: 109939909, average_rebuy_date: 1
user_id: 109978933, average_rebuy_date: 4
user_id: 110007607, average_rebuy_date: 0
user_id: 110017091, average_rebuy_date: 2
user_id: 110033398, average_rebuy_date: 4
user_id: 110037242, average_rebuy_date: 0
user_id: 110061776, average_rebuy_date: 0
user_id: 11007737, average_rebuy_date: 0
user_id: 110137127, average_rebuy_date: 0
user_id: 110208146, average_rebuy_date: 7
user_id: 110258310, average_rebuy_date: 0
user_id: 110262333, average_rebuy_date: 0
user_id: 11027223, average_rebuy_date: 0
user_id: 110285639, average_rebuy_date: 0
user_id: 110297620, average_rebuy_date: 0
user_id: 110327133, average_rebuy_date: 0
user_id: 110370435, average_rebuy_date: 0
user_id: 110483148, average_rebuy_date: 4
user_id: 110528594, average_rebuy_date: 0
user_id: 11053843, average_rebuy_date: 0
user_id: 110615671, average_rebuy_date: 0
user_id: 110664771, average_rebuy_date: 2
user_id: 11066851, average_rebuy_date: 0
user_id: 110690572, average_rebuy_date: 0
user_id: 110844468, average_rebuy_date: 4
user_id: 110883373, average_rebuy_date: 4
user_id: 11089553, average_rebuy_date: 0
user_id: 110976685, average_rebuy_date: 0
user_id: 110989739, average_rebuy_date: 1
user_id: 111035741, average_rebuy_date: 0
user_id: 111041160, average_rebuy_date: 0
user_id: 11106706, average_rebuy_date: 0
user_id: 111124413, average_rebuy_date: 0
user_id: 111144279, average_rebuy_date: 0
user_id: 11119577, average_rebuy_date: 0
user_id: 111213707, average_rebuy_date: 0
user_id: 111240351, average_rebuy_date: 0
user_id: 111246826, average_rebuy_date: 0
user_id: 111276571, average_rebuy_date: 2
user_id: 111311037, average_rebuy_date: 0
user_id: 111325865, average_rebuy_date: 0
user_id: 111415929, average_rebuy_date: 0
user_id: 11141921, average_rebuy_date: 0
user_id: 111481622, average_rebuy_date: 17
user_id: 111518720, average_rebuy_date: 0
user_id: 111595300, average_rebuy_date: 0
user_id: 11162300, average_rebuy_date: 7
user_id: 111695487, average_rebuy_date: 0
user_id: 11171971, average_rebuy_date: 14
user_id: 111786935, average_rebuy_date: 2
user_id: 111800667, average_rebuy_date: 0
user_id: 111820958, average_rebuy_date: 4
user_id: 111842678, average_rebuy_date: 5
user_id: 111894319, average_rebuy_date: 0
user_id: 11189891, average_rebuy_date: 0
user_id: 111901362, average_rebuy_date: 0
user_id: 111909694, average_rebuy_date: 0
user_id: 111922941, average_rebuy_date: 0
user_id: 111943165, average_rebuy_date: 0
user_id: 111947361, average_rebuy_date: 9
user_id: 111957230, average_rebuy_date: 1
user_id: 111961699, average_rebuy_date: 0
user_id: 11197151, average_rebuy_date: 0
user_id: 112037904, average_rebuy_date: 0
user_id: 112044266, average_rebuy_date: 0
user_id: 112063876, average_rebuy_date: 0
user_id: 112125475, average_rebuy_date: 0
user_id: 112128042, average_rebuy_date: 19
user_id: 112142417, average_rebuy_date: 0
user_id: 112171699, average_rebuy_date: 12
user_id: 112186714, average_rebuy_date: 0
user_id: 112198319, average_rebuy_date: 1
user_id: 112284483, average_rebuy_date: 0
user_id: 112317649, average_rebuy_date: 0
user_id: 112322814, average_rebuy_date: 0
user_id: 112342350, average_rebuy_date: 0
user_id: 112345599, average_rebuy_date: 0
user_id: 112382240, average_rebuy_date: 0
user_id: 11246070, average_rebuy_date: 0
user_id: 112470845, average_rebuy_date: 3
user_id: 112479773, average_rebuy_date: 3
user_id: 112503956, average_rebuy_date: 0
user_id: 112504072, average_rebuy_date: 2
user_id: 112539954, average_rebuy_date: 9
user_id: 112561774, average_rebuy_date: 0
user_id: 112570004, average_rebuy_date: 1
user_id: 11257305, average_rebuy_date: 0
user_id: 112632735, average_rebuy_date: 0
user_id: 112706018, average_rebuy_date: 0
user_id: 112707614, average_rebuy_date: 0
user_id: 112711623, average_rebuy_date: 1
user_id: 112806422, average_rebuy_date: 0
user_id: 112846816, average_rebuy_date: 7
user_id: 112891397, average_rebuy_date: 1
user_id: 112900189, average_rebuy_date: 0
user_id: 112938311, average_rebuy_date: 0
user_id: 112941292, average_rebuy_date: 1
user_id: 112976136, average_rebuy_date: 0
user_id: 113078957, average_rebuy_date: 0
user_id: 113104667, average_rebuy_date: 0
user_id: 113114470, average_rebuy_date: 0
user_id: 113127968, average_rebuy_date: 7
user_id: 11313328, average_rebuy_date: 0
user_id: 113134393, average_rebuy_date: 0
user_id: 113305568, average_rebuy_date: 0
user_id: 113323725, average_rebuy_date: 2
user_id: 113396592, average_rebuy_date: 0
user_id: 113398892, average_rebuy_date: 0
user_id: 113431690, average_rebuy_date: 0
user_id: 113516306, average_rebuy_date: 0
user_id: 113537369, average_rebuy_date: 0
user_id: 113552018, average_rebuy_date: 2
user_id: 113611355, average_rebuy_date: 0
user_id: 11361547, average_rebuy_date: 0
user_id: 113619626, average_rebuy_date: 3
user_id: 113693068, average_rebuy_date: 0
user_id: 1137672, average_rebuy_date: 0
user_id: 113830171, average_rebuy_date: 0
user_id: 113847593, average_rebuy_date: 0
user_id: 113960, average_rebuy_date: 0
user_id: 113972956, average_rebuy_date: 2
user_id: 114002389, average_rebuy_date: 5
user_id: 114052885, average_rebuy_date: 0
user_id: 114083355, average_rebuy_date: 0
user_id: 11408482, average_rebuy_date: 0
user_id: 114101799, average_rebuy_date: 0
user_id: 114115113, average_rebuy_date: 0
user_id: 114115623, average_rebuy_date: 8
user_id: 114121871, average_rebuy_date: 0
user_id: 11412443, average_rebuy_date: 3
user_id: 114147715, average_rebuy_date: 0
user_id: 114147733, average_rebuy_date: 0
user_id: 11415302, average_rebuy_date: 6
user_id: 114157234, average_rebuy_date: 0
user_id: 114211505, average_rebuy_date: 0
user_id: 114249224, average_rebuy_date: 16
user_id: 114253675, average_rebuy_date: 7
user_id: 11427000, average_rebuy_date: 3
user_id: 114290242, average_rebuy_date: 0
user_id: 114305854, average_rebuy_date: 0
user_id: 114307712, average_rebuy_date: 0
user_id: 11431275, average_rebuy_date: 0
user_id: 114352631, average_rebuy_date: 0
user_id: 114354173, average_rebuy_date: 5
user_id: 114377254, average_rebuy_date: 0
user_id: 114413180, average_rebuy_date: 0
user_id: 114497121, average_rebuy_date: 6
user_id: 114505674, average_rebuy_date: 0
user_id: 114722645, average_rebuy_date: 0
user_id: 114726208, average_rebuy_date: 0
user_id: 114737900, average_rebuy_date: 0
user_id: 114779189, average_rebuy_date: 0
user_id: 114802994, average_rebuy_date: 0
user_id: 114845984, average_rebuy_date: 1
user_id: 114931013, average_rebuy_date: 0
user_id: 114968456, average_rebuy_date: 0
user_id: 114971408, average_rebuy_date: 0
user_id: 114995751, average_rebuy_date: 8
user_id: 115078779, average_rebuy_date: 0
user_id: 115153145, average_rebuy_date: 0
user_id: 115159934, average_rebuy_date: 0
user_id: 115244645, average_rebuy_date: 0
user_id: 115275150, average_rebuy_date: 0
user_id: 115338753, average_rebuy_date: 0
user_id: 115368454, average_rebuy_date: 0
user_id: 115374204, average_rebuy_date: 0
user_id: 115385050, average_rebuy_date: 0
user_id: 115452492, average_rebuy_date: 1
user_id: 11551181, average_rebuy_date: 0
user_id: 115557934, average_rebuy_date: 0
user_id: 115590327, average_rebuy_date: 7
user_id: 11561834, average_rebuy_date: 9
user_id: 115634728, average_rebuy_date: 0
user_id: 115636067, average_rebuy_date: 27
user_id: 115757977, average_rebuy_date: 0
user_id: 115834991, average_rebuy_date: 0
user_id: 115847256, average_rebuy_date: 0
user_id: 115867129, average_rebuy_date: 0
user_id: 115876596, average_rebuy_date: 0
user_id: 11589162, average_rebuy_date: 0
user_id: 115912928, average_rebuy_date: 0
user_id: 115923281, average_rebuy_date: 0
user_id: 11595413, average_rebuy_date: 0
user_id: 116059925, average_rebuy_date: 1
user_id: 1160607, average_rebuy_date: 3
user_id: 116113058, average_rebuy_date: 2
user_id: 116166066, average_rebuy_date: 0
user_id: 116217792, average_rebuy_date: 2
user_id: 116218729, average_rebuy_date: 8
user_id: 116232438, average_rebuy_date: 0
user_id: 116264632, average_rebuy_date: 0
user_id: 116277143, average_rebuy_date: 0
user_id: 116307746, average_rebuy_date: 0
user_id: 116324656, average_rebuy_date: 0
user_id: 116329106, average_rebuy_date: 3
user_id: 116355229, average_rebuy_date: 3
user_id: 116369265, average_rebuy_date: 0
user_id: 116399303, average_rebuy_date: 0
user_id: 116409191, average_rebuy_date: 0
user_id: 116439419, average_rebuy_date: 0
user_id: 116476393, average_rebuy_date: 1
user_id: 116481997, average_rebuy_date: 3
user_id: 116520218, average_rebuy_date: 0
user_id: 116527079, average_rebuy_date: 0
user_id: 116566844, average_rebuy_date: 0
user_id: 116567678, average_rebuy_date: 5
user_id: 116601793, average_rebuy_date: 0
user_id: 116660455, average_rebuy_date: 6
user_id: 116720981, average_rebuy_date: 2
user_id: 116731919, average_rebuy_date: 0
user_id: 116752723, average_rebuy_date: 0
user_id: 116763688, average_rebuy_date: 0
user_id: 116772653, average_rebuy_date: 0
user_id: 11682531, average_rebuy_date: 10
user_id: 11683492, average_rebuy_date: 1
user_id: 116836049, average_rebuy_date: 6
user_id: 116851361, average_rebuy_date: 0
user_id: 116852827, average_rebuy_date: 0
user_id: 116867259, average_rebuy_date: 2
user_id: 116888859, average_rebuy_date: 0
user_id: 116896377, average_rebuy_date: 8
user_id: 116918377, average_rebuy_date: 5
user_id: 116936170, average_rebuy_date: 0
user_id: 117003325, average_rebuy_date: 0
user_id: 117006290, average_rebuy_date: 0
user_id: 117026591, average_rebuy_date: 0
user_id: 117044710, average_rebuy_date: 0
user_id: 11719180, average_rebuy_date: 4
user_id: 117222178, average_rebuy_date: 4
user_id: 117257401, average_rebuy_date: 2
user_id: 117269642, average_rebuy_date: 3
user_id: 117274933, average_rebuy_date: 0
user_id: 117293466, average_rebuy_date: 2
user_id: 117301497, average_rebuy_date: 0
user_id: 11731068, average_rebuy_date: 0
user_id: 117327134, average_rebuy_date: 1
user_id: 117347969, average_rebuy_date: 0
user_id: 117373774, average_rebuy_date: 0
user_id: 117396268, average_rebuy_date: 0
user_id: 117418421, average_rebuy_date: 2
user_id: 117521652, average_rebuy_date: 0
user_id: 117544930, average_rebuy_date: 0
user_id: 117547978, average_rebuy_date: 0
user_id: 117606829, average_rebuy_date: 0
user_id: 117659143, average_rebuy_date: 0
user_id: 117681959, average_rebuy_date: 0
user_id: 117684032, average_rebuy_date: 1
user_id: 117718025, average_rebuy_date: 0
user_id: 11774110, average_rebuy_date: 1
user_id: 117779747, average_rebuy_date: 0
user_id: 117785317, average_rebuy_date: 0
user_id: 117801453, average_rebuy_date: 0
user_id: 117829483, average_rebuy_date: 0
user_id: 117863267, average_rebuy_date: 0
user_id: 117888464, average_rebuy_date: 3
user_id: 117902605, average_rebuy_date: 0
user_id: 117903708, average_rebuy_date: 0
user_id: 11791459, average_rebuy_date: 0
user_id: 117929882, average_rebuy_date: 0
user_id: 117956367, average_rebuy_date: 2
user_id: 117957849, average_rebuy_date: 0
user_id: 117961451, average_rebuy_date: 0
user_id: 117968156, average_rebuy_date: 0
user_id: 117992339, average_rebuy_date: 13
user_id: 118051628, average_rebuy_date: 0
user_id: 118057214, average_rebuy_date: 0
user_id: 118061360, average_rebuy_date: 0
user_id: 118095983, average_rebuy_date: 0
user_id: 118213394, average_rebuy_date: 0
user_id: 1182380, average_rebuy_date: 0
user_id: 118282748, average_rebuy_date: 0
user_id: 1183504, average_rebuy_date: 4
user_id: 118356281, average_rebuy_date: 0
user_id: 118402025, average_rebuy_date: 7
user_id: 118425520, average_rebuy_date: 4
user_id: 118433993, average_rebuy_date: 2
user_id: 118465665, average_rebuy_date: 0
user_id: 118495978, average_rebuy_date: 5
user_id: 118536510, average_rebuy_date: 0
user_id: 118539630, average_rebuy_date: 17
user_id: 118635428, average_rebuy_date: 0
user_id: 118661338, average_rebuy_date: 2
user_id: 118710828, average_rebuy_date: 0
user_id: 118716181, average_rebuy_date: 0
user_id: 118770004, average_rebuy_date: 0
user_id: 118781454, average_rebuy_date: 0
user_id: 118814309, average_rebuy_date: 1
user_id: 1188241, average_rebuy_date: 12
user_id: 118839375, average_rebuy_date: 0
user_id: 118911721, average_rebuy_date: 0
user_id: 118986002, average_rebuy_date: 0
user_id: 11900716, average_rebuy_date: 6
user_id: 119092054, average_rebuy_date: 0
user_id: 11910007, average_rebuy_date: 5
user_id: 119113372, average_rebuy_date: 1
user_id: 119115304, average_rebuy_date: 0
user_id: 119121582, average_rebuy_date: 0
user_id: 119122882, average_rebuy_date: 0
user_id: 119133751, average_rebuy_date: 0
user_id: 119137734, average_rebuy_date: 4
user_id: 119149297, average_rebuy_date: 0
user_id: 119157607, average_rebuy_date: 0
user_id: 119160278, average_rebuy_date: 0
user_id: 11917811, average_rebuy_date: 0
user_id: 119278510, average_rebuy_date: 0
user_id: 119389676, average_rebuy_date: 0
user_id: 119401585, average_rebuy_date: 0
user_id: 119470128, average_rebuy_date: 0
user_id: 119590306, average_rebuy_date: 0
user_id: 119625026, average_rebuy_date: 0
user_id: 119627646, average_rebuy_date: 2
user_id: 119652192, average_rebuy_date: 0
user_id: 119653720, average_rebuy_date: 0
user_id: 11966763, average_rebuy_date: 0
user_id: 119675939, average_rebuy_date: 0
user_id: 119680525, average_rebuy_date: 0
user_id: 119681430, average_rebuy_date: 0
user_id: 119687214, average_rebuy_date: 0
user_id: 119759842, average_rebuy_date: 1
user_id: 119783832, average_rebuy_date: 4
user_id: 119820357, average_rebuy_date: 0
user_id: 119879079, average_rebuy_date: 0
user_id: 119916622, average_rebuy_date: 0
user_id: 11993970, average_rebuy_date: 0
