user_id: 100001878, buy_count: 36
user_id: 102825414, buy_count: 5
user_id: 102827853, buy_count: 21
user_id: 102833698, buy_count: 3
user_id: 102881474, buy_count: 1
user_id: 102897084, buy_count: 4
user_id: 102927615, buy_count: 2
user_id: 102929664, buy_count: 3
user_id: 102930156, buy_count: 27
user_id: 102946950, buy_count: 4
user_id: 10297132, buy_count: 65
user_id: 102974755, buy_count: 33
user_id: 102996286, buy_count: 22
user_id: 102999986, buy_count: 24
user_id: 103036341, buy_count: 1
user_id: 10303832, buy_count: 38
user_id: 103038630, buy_count: 5
user_id: 103039905, buy_count: 11
user_id: 1030408, buy_count: 10
user_id: 103065950, buy_count: 8
user_id: 10309048, buy_count: 2
user_id: 103090935, buy_count: 14
user_id: 103094356, buy_count: 1
user_id: 103100649, buy_count: 1
user_id: 103133076, buy_count: 24
user_id: 103134579, buy_count: 28
user_id: 103141994, buy_count: 13
user_id: 103149203, buy_count: 18
user_id: 103174200, buy_count: 2
user_id: 103195078, buy_count: 2
user_id: 10319860, buy_count: 40
user_id: 103254376, buy_count: 6
user_id: 103274179, buy_count: 23
user_id: 103275202, buy_count: 7
user_id: 103318450, buy_count: 8
user_id: 103325972, buy_count: 13
user_id: 103331903, buy_count: 9
user_id: 103332966, buy_count: 5
user_id: 103336492, buy_count: 9
user_id: 10335403, buy_count: 13
user_id: 103370538, buy_count: 9
user_id: 103377341, buy_count: 4
user_id: 103412418, buy_count: 11
user_id: 103421620, buy_count: 6
user_id: 103439105, buy_count: 43
user_id: 1034452, buy_count: 1
user_id: 103447009, buy_count: 22
user_id: 103472750, buy_count: 19
user_id: 103486499, buy_count: 12
user_id: 103489606, buy_count: 8
user_id: 103498808, buy_count: 30
user_id: 103499403, buy_count: 21
user_id: 103504610, buy_count: 11
user_id: 103523811, buy_count: 7
user_id: 103548522, buy_count: 7
user_id: 103582986, buy_count: 9
user_id: 103585097, buy_count: 12
user_id: 103592049, buy_count: 1
user_id: 103595250, buy_count: 10
user_id: 103600156, buy_count: 21
user_id: 103606020, buy_count: 20
user_id: 103606138, buy_count: 1
user_id: 103610059, buy_count: 23
user_id: 103633934, buy_count: 24
user_id: 103636959, buy_count: 1
user_id: 103653287, buy_count: 3
user_id: 103664180, buy_count: 4
user_id: 103673316, buy_count: 12
user_id: 103696022, buy_count: 5
user_id: 103704577, buy_count: 20
user_id: 103728744, buy_count: 11
user_id: 103750164, buy_count: 18
user_id: 103767458, buy_count: 35
user_id: 103781365, buy_count: 11
user_id: 103802946, buy_count: 8
user_id: 103812524, buy_count: 37
user_id: 103842377, buy_count: 5
user_id: 103856044, buy_count: 2
user_id: 103871858, buy_count: 23
user_id: 103891828, buy_count: 37
user_id: 103898055, buy_count: 16
user_id: 103929468, buy_count: 3
user_id: 103936681, buy_count: 3
user_id: 103947735, buy_count: 15
user_id: 103962421, buy_count: 59
user_id: 103963543, buy_count: 8
user_id: 103969154, buy_count: 13
user_id: 103980016, buy_count: 10
user_id: 104003037, buy_count: 10
user_id: 104007279, buy_count: 8
user_id: 104014368, buy_count: 8
user_id: 104016986, buy_count: 5
user_id: 104084848, buy_count: 65
user_id: 104091023, buy_count: 15
user_id: 104117045, buy_count: 6
user_id: 104135842, buy_count: 28
user_id: 104139699, buy_count: 23
user_id: 104143619, buy_count: 13
user_id: 104155, buy_count: 4
user_id: 104164603, buy_count: 24
user_id: 104174972, buy_count: 5
user_id: 1041761, buy_count: 6
user_id: 104191148, buy_count: 8
user_id: 104200605, buy_count: 11
user_id: 104221274, buy_count: 11
user_id: 104226556, buy_count: 2
user_id: 104250260, buy_count: 7
user_id: 104298835, buy_count: 19
user_id: 104321764, buy_count: 2
user_id: 104342607, buy_count: 3
user_id: 104356019, buy_count: 3
user_id: 10437655, buy_count: 24
user_id: 104394218, buy_count: 5
user_id: 104411157, buy_count: 3
user_id: 104456945, buy_count: 16
user_id: 104468262, buy_count: 5
user_id: 104479798, buy_count: 15
user_id: 104533434, buy_count: 10
user_id: 104541497, buy_count: 16
user_id: 10455102, buy_count: 38
user_id: 104551817, buy_count: 11
user_id: 104569658, buy_count: 26
user_id: 104587852, buy_count: 9
user_id: 104597620, buy_count: 31
user_id: 104611414, buy_count: 6
user_id: 104613070, buy_count: 9
user_id: 104635996, buy_count: 20
user_id: 104639948, buy_count: 1
user_id: 104641941, buy_count: 8
user_id: 104664128, buy_count: 7
user_id: 104683710, buy_count: 32
user_id: 104688634, buy_count: 2
user_id: 104728454, buy_count: 1
user_id: 104732482, buy_count: 21
user_id: 104735935, buy_count: 20
user_id: 104775475, buy_count: 10
user_id: 104777513, buy_count: 52
user_id: 104790588, buy_count: 6
user_id: 104792616, buy_count: 8
user_id: 104794506, buy_count: 1
user_id: 104797997, buy_count: 4
user_id: 104800287, buy_count: 12
user_id: 104804964, buy_count: 8
user_id: 10480818, buy_count: 17
user_id: 10480848, buy_count: 2
user_id: 104811265, buy_count: 11
user_id: 104815377, buy_count: 3
user_id: 104816721, buy_count: 19
user_id: 104842277, buy_count: 5
user_id: 104849552, buy_count: 8
user_id: 104859881, buy_count: 2
user_id: 104884471, buy_count: 33
user_id: 104937626, buy_count: 10
user_id: 104939761, buy_count: 3
user_id: 10495708, buy_count: 8
user_id: 104976623, buy_count: 1
user_id: 104994810, buy_count: 35
user_id: 104997704, buy_count: 4
user_id: 105006722, buy_count: 4
user_id: 105019487, buy_count: 20
user_id: 105026849, buy_count: 66
user_id: 105038469, buy_count: 8
user_id: 1050684, buy_count: 9
user_id: 105069110, buy_count: 19
user_id: 105089571, buy_count: 10
user_id: 105105740, buy_count: 12
user_id: 105190158, buy_count: 13
user_id: 10525504, buy_count: 1
user_id: 105256165, buy_count: 9
user_id: 105271091, buy_count: 17
user_id: 105278727, buy_count: 10
user_id: 105288851, buy_count: 58
user_id: 105309216, buy_count: 7
user_id: 105310641, buy_count: 11
user_id: 105313845, buy_count: 45
user_id: 105346865, buy_count: 46
user_id: 10535263, buy_count: 6
user_id: 1053725, buy_count: 7
user_id: 10539406, buy_count: 33
user_id: 105397406, buy_count: 9
user_id: 105417760, buy_count: 4
user_id: 105419801, buy_count: 16
user_id: 105424913, buy_count: 5
user_id: 105425480, buy_count: 4
user_id: 105454547, buy_count: 21
user_id: 105460457, buy_count: 12
user_id: 105485068, buy_count: 16
user_id: 105548494, buy_count: 7
user_id: 105556357, buy_count: 4
user_id: 105591337, buy_count: 8
user_id: 105591402, buy_count: 7
user_id: 105601174, buy_count: 2
user_id: 105603256, buy_count: 6
user_id: 105616401, buy_count: 51
user_id: 105617429, buy_count: 26
user_id: 105627255, buy_count: 2
user_id: 105630599, buy_count: 1
user_id: 105632814, buy_count: 4
user_id: 105632849, buy_count: 4
user_id: 105638508, buy_count: 17
user_id: 105684766, buy_count: 5
user_id: 105732108, buy_count: 10
user_id: 105744471, buy_count: 35
user_id: 105766349, buy_count: 5
user_id: 105767363, buy_count: 2
user_id: 105770829, buy_count: 7
user_id: 105788199, buy_count: 9
user_id: 105805037, buy_count: 4
user_id: 10580879, buy_count: 1
user_id: 105825066, buy_count: 3
user_id: 105825623, buy_count: 1
user_id: 105835220, buy_count: 6
user_id: 105836892, buy_count: 12
user_id: 105837655, buy_count: 21
user_id: 105863986, buy_count: 20
user_id: 105870926, buy_count: 4
user_id: 105871343, buy_count: 12
user_id: 105875466, buy_count: 6
user_id: 105887770, buy_count: 40
user_id: 105913380, buy_count: 3
user_id: 105919960, buy_count: 17
user_id: 105969268, buy_count: 2
user_id: 106021995, buy_count: 7
user_id: 106025785, buy_count: 9
user_id: 106029601, buy_count: 3
user_id: 106053650, buy_count: 8
user_id: 106058919, buy_count: 7
user_id: 106083110, buy_count: 8
user_id: 106090167, buy_count: 17
user_id: 106108402, buy_count: 5
user_id: 106109243, buy_count: 4
user_id: 106145444, buy_count: 12
user_id: 106175697, buy_count: 7
user_id: 106198386, buy_count: 4
user_id: 106230218, buy_count: 9
user_id: 106281403, buy_count: 4
user_id: 106286487, buy_count: 6
user_id: 106291812, buy_count: 1
user_id: 106295017, buy_count: 1
user_id: 10630192, buy_count: 19
user_id: 106320112, buy_count: 33
user_id: 106335674, buy_count: 22
user_id: 106341626, buy_count: 9
user_id: 106342906, buy_count: 48
user_id: 106349878, buy_count: 3
user_id: 106383829, buy_count: 6
user_id: 106397319, buy_count: 8
user_id: 10640408, buy_count: 2
user_id: 106416249, buy_count: 44
user_id: 106422256, buy_count: 10
user_id: 106452871, buy_count: 6
user_id: 106457937, buy_count: 3
user_id: 106469828, buy_count: 19
user_id: 106498387, buy_count: 46
user_id: 10653322, buy_count: 7
user_id: 106547164, buy_count: 5
user_id: 106551398, buy_count: 9
user_id: 106557109, buy_count: 9
user_id: 106573767, buy_count: 3
user_id: 106586433, buy_count: 6
user_id: 106627467, buy_count: 7
user_id: 106634442, buy_count: 23
user_id: 106640087, buy_count: 2
user_id: 106645011, buy_count: 14
user_id: 10664884, buy_count: 4
user_id: 106672791, buy_count: 9
user_id: 106679589, buy_count: 7
user_id: 106747333, buy_count: 4
user_id: 106753864, buy_count: 5
user_id: 1067578, buy_count: 7
user_id: 10678033, buy_count: 4
user_id: 106783624, buy_count: 55
user_id: 106815559, buy_count: 18
user_id: 106821106, buy_count: 1
user_id: 106834015, buy_count: 7
user_id: 106863941, buy_count: 3
user_id: 106873777, buy_count: 4
user_id: 106896403, buy_count: 6
user_id: 106926411, buy_count: 22
user_id: 106937011, buy_count: 26
user_id: 106976106, buy_count: 7
user_id: 106998000, buy_count: 4
user_id: 107034437, buy_count: 43
user_id: 107047436, buy_count: 20
user_id: 10705215, buy_count: 51
user_id: 10706095, buy_count: 13
user_id: 107066825, buy_count: 1
user_id: 107102683, buy_count: 6
user_id: 107109917, buy_count: 8
user_id: 107113176, buy_count: 17
user_id: 107174628, buy_count: 3
user_id: 107201114, buy_count: 1
user_id: 107209058, buy_count: 95
user_id: 107223716, buy_count: 9
user_id: 107272478, buy_count: 1
user_id: 107287661, buy_count: 14
user_id: 107301929, buy_count: 26
user_id: 107315106, buy_count: 1
user_id: 107318300, buy_count: 1
user_id: 107322212, buy_count: 7
user_id: 107323711, buy_count: 2
user_id: 107324439, buy_count: 10
user_id: 107351947, buy_count: 10
user_id: 107376559, buy_count: 22
user_id: 107377446, buy_count: 27
user_id: 107389711, buy_count: 1
user_id: 107413843, buy_count: 12
user_id: 107416583, buy_count: 6
user_id: 107452984, buy_count: 8
user_id: 107453308, buy_count: 4
user_id: 10746742, buy_count: 5
user_id: 107471039, buy_count: 4
user_id: 107475844, buy_count: 2
user_id: 107487112, buy_count: 46
user_id: 107552130, buy_count: 5
user_id: 10755564, buy_count: 9
user_id: 107583783, buy_count: 19
user_id: 107604892, buy_count: 5
user_id: 10761548, buy_count: 1
user_id: 107621692, buy_count: 14
user_id: 107628666, buy_count: 27
user_id: 10763896, buy_count: 20
user_id: 107653308, buy_count: 9
user_id: 10765825, buy_count: 17
user_id: 107680357, buy_count: 10
user_id: 107683230, buy_count: 9
user_id: 10770527, buy_count: 23
user_id: 107720462, buy_count: 2
user_id: 107726623, buy_count: 29
user_id: 10773940, buy_count: 19
user_id: 107754808, buy_count: 1
user_id: 107756063, buy_count: 8
user_id: 107765078, buy_count: 28
user_id: 107765105, buy_count: 7
user_id: 107787981, buy_count: 2
user_id: 107824319, buy_count: 9
user_id: 107830601, buy_count: 7
user_id: 107857272, buy_count: 10
user_id: 107859322, buy_count: 18
user_id: 107868172, buy_count: 22
user_id: 107874169, buy_count: 71
user_id: 107882320, buy_count: 26
user_id: 107936760, buy_count: 9
user_id: 107949449, buy_count: 1
user_id: 107952284, buy_count: 25
user_id: 107954360, buy_count: 10
user_id: 10797721, buy_count: 1
user_id: 107997857, buy_count: 6
user_id: 108039936, buy_count: 10
user_id: 108043652, buy_count: 1
user_id: 108049747, buy_count: 8
user_id: 108051466, buy_count: 25
user_id: 108070698, buy_count: 23
user_id: 108087298, buy_count: 11
user_id: 108100952, buy_count: 5
user_id: 108129951, buy_count: 3
user_id: 108149624, buy_count: 7
user_id: 108154737, buy_count: 13
user_id: 10815578, buy_count: 12
user_id: 1081595, buy_count: 1
user_id: 108168148, buy_count: 13
user_id: 108179658, buy_count: 10
user_id: 108212684, buy_count: 29
user_id: 10825402, buy_count: 13
user_id: 108260948, buy_count: 10
user_id: 108266017, buy_count: 50
user_id: 108287275, buy_count: 6
user_id: 108317810, buy_count: 7
user_id: 108331566, buy_count: 3
user_id: 10833396, buy_count: 6
user_id: 108355591, buy_count: 4
user_id: 108369002, buy_count: 30
user_id: 108371838, buy_count: 8
user_id: 108378461, buy_count: 4
user_id: 108404535, buy_count: 23
user_id: 108427185, buy_count: 10
user_id: 108472858, buy_count: 7
user_id: 108473071, buy_count: 20
user_id: 108481171, buy_count: 4
user_id: 10849427, buy_count: 1
user_id: 108511715, buy_count: 1
user_id: 108527493, buy_count: 6
user_id: 108535249, buy_count: 4
user_id: 108546559, buy_count: 13
user_id: 108551465, buy_count: 12
user_id: 10856328, buy_count: 7
user_id: 108583520, buy_count: 5
user_id: 10864414, buy_count: 8
user_id: 108673661, buy_count: 9
user_id: 108704609, buy_count: 12
user_id: 108712668, buy_count: 3
user_id: 108728269, buy_count: 7
user_id: 108748058, buy_count: 26
user_id: 108750800, buy_count: 7
user_id: 108755598, buy_count: 24
user_id: 108770715, buy_count: 6
user_id: 10878250, buy_count: 16
user_id: 108784707, buy_count: 2
user_id: 108786121, buy_count: 10
user_id: 108789051, buy_count: 25
user_id: 108797805, buy_count: 6
user_id: 108810522, buy_count: 39
user_id: 108829095, buy_count: 49
user_id: 108870608, buy_count: 11
user_id: 108871998, buy_count: 5
user_id: 10887844, buy_count: 8
user_id: 108879821, buy_count: 28
user_id: 108890194, buy_count: 3
user_id: 108903035, buy_count: 1
user_id: 108903107, buy_count: 11
user_id: 108912700, buy_count: 21
user_id: 108919322, buy_count: 9
user_id: 108945253, buy_count: 3
user_id: 108952067, buy_count: 5
user_id: 108957791, buy_count: 4
user_id: 108969823, buy_count: 4
user_id: 108983810, buy_count: 1
user_id: 108995680, buy_count: 7
user_id: 109003876, buy_count: 6
user_id: 109005178, buy_count: 60
user_id: 109012414, buy_count: 8
user_id: 109016093, buy_count: 1
user_id: 109048285, buy_count: 26
user_id: 109056742, buy_count: 9
user_id: 109059873, buy_count: 24
user_id: 109084676, buy_count: 27
user_id: 109097995, buy_count: 21
user_id: 109099701, buy_count: 1
user_id: 109103, buy_count: 17
user_id: 1091123, buy_count: 23
user_id: 109127316, buy_count: 27
user_id: 109128473, buy_count: 19
user_id: 109129708, buy_count: 8
user_id: 109155337, buy_count: 20
user_id: 109179391, buy_count: 13
user_id: 109193357, buy_count: 5
user_id: 109197587, buy_count: 7
user_id: 109226434, buy_count: 8
user_id: 109255415, buy_count: 2
user_id: 109257851, buy_count: 9
user_id: 109258006, buy_count: 28
user_id: 109280382, buy_count: 34
user_id: 109331295, buy_count: 2
user_id: 10936698, buy_count: 8
user_id: 109382445, buy_count: 3
user_id: 109390378, buy_count: 2
user_id: 109400391, buy_count: 20
user_id: 109410073, buy_count: 6
user_id: 109421576, buy_count: 1
user_id: 109493411, buy_count: 3
user_id: 109522308, buy_count: 8
user_id: 109522508, buy_count: 19
user_id: 109529376, buy_count: 3
user_id: 109533593, buy_count: 17
user_id: 109548579, buy_count: 23
user_id: 109553291, buy_count: 11
user_id: 109560964, buy_count: 26
user_id: 109562333, buy_count: 10
user_id: 109568364, buy_count: 2
user_id: 109597580, buy_count: 1
user_id: 10960939, buy_count: 13
user_id: 109613455, buy_count: 64
user_id: 109623749, buy_count: 6
user_id: 109639486, buy_count: 12
user_id: 109647745, buy_count: 26
user_id: 109657854, buy_count: 2
user_id: 109662797, buy_count: 8
user_id: 109678791, buy_count: 8
user_id: 109687773, buy_count: 19
user_id: 109689227, buy_count: 16
user_id: 109689683, buy_count: 49
user_id: 109698871, buy_count: 13
user_id: 109705911, buy_count: 7
user_id: 10970833, buy_count: 2
user_id: 109711418, buy_count: 22
user_id: 109714912, buy_count: 6
user_id: 109716139, buy_count: 6
user_id: 109732215, buy_count: 10
user_id: 109772113, buy_count: 7
user_id: 109793878, buy_count: 13
user_id: 10980798, buy_count: 17
user_id: 109820331, buy_count: 3
user_id: 109823995, buy_count: 4
user_id: 10982501, buy_count: 12
user_id: 109856177, buy_count: 8
user_id: 109856189, buy_count: 2
user_id: 109859583, buy_count: 12
user_id: 109870419, buy_count: 1
user_id: 109891166, buy_count: 10
user_id: 109893417, buy_count: 54
user_id: 10990641, buy_count: 9
user_id: 109911889, buy_count: 16
user_id: 109921488, buy_count: 6
user_id: 109927373, buy_count: 21
user_id: 109928088, buy_count: 38
user_id: 109938282, buy_count: 54
user_id: 109939909, buy_count: 26
user_id: 10994058, buy_count: 17
user_id: 109978933, buy_count: 41
user_id: 110007607, buy_count: 65
user_id: 11000891, buy_count: 2
user_id: 110017091, buy_count: 16
user_id: 110033398, buy_count: 81
user_id: 110037242, buy_count: 50
user_id: 110043519, buy_count: 11
user_id: 110058496, buy_count: 3
user_id: 110058610, buy_count: 10
user_id: 110061776, buy_count: 9
user_id: 110074552, buy_count: 4
user_id: 11007737, buy_count: 9
user_id: 11010595, buy_count: 2
user_id: 110106082, buy_count: 6
user_id: 110122107, buy_count: 7
user_id: 110128323, buy_count: 3
user_id: 110137127, buy_count: 8
user_id: 110154099, buy_count: 1
user_id: 110201893, buy_count: 13
user_id: 110205306, buy_count: 13
user_id: 110208146, buy_count: 12
user_id: 110229753, buy_count: 4
user_id: 110253038, buy_count: 5
user_id: 110258310, buy_count: 12
user_id: 110262333, buy_count: 35
user_id: 11027223, buy_count: 18
user_id: 110276286, buy_count: 12
user_id: 110278377, buy_count: 9
user_id: 110285639, buy_count: 3
user_id: 110297620, buy_count: 30
user_id: 110309128, buy_count: 1
user_id: 110313549, buy_count: 1
user_id: 110327133, buy_count: 15
user_id: 11035036, buy_count: 4
user_id: 110370435, buy_count: 5
user_id: 110374516, buy_count: 10
user_id: 110378808, buy_count: 4
user_id: 110418606, buy_count: 2
user_id: 110423160, buy_count: 6
user_id: 110430105, buy_count: 1
user_id: 110434555, buy_count: 1
user_id: 110450175, buy_count: 3
user_id: 110483148, buy_count: 35
user_id: 110522016, buy_count: 2
user_id: 110528594, buy_count: 4
user_id: 110532180, buy_count: 1
user_id: 11053843, buy_count: 21
user_id: 110561108, buy_count: 6
user_id: 1105998, buy_count: 2
user_id: 110601488, buy_count: 3
user_id: 110603493, buy_count: 12
user_id: 110609527, buy_count: 4
user_id: 110612304, buy_count: 14
user_id: 110615671, buy_count: 16
user_id: 110659116, buy_count: 10
user_id: 110664771, buy_count: 38
user_id: 110666558, buy_count: 7
user_id: 11066851, buy_count: 7
user_id: 110690572, buy_count: 14
user_id: 110697285, buy_count: 1
user_id: 110731834, buy_count: 2
user_id: 110734521, buy_count: 3
user_id: 110762953, buy_count: 6
user_id: 110828957, buy_count: 6
user_id: 11083802, buy_count: 4
user_id: 110844468, buy_count: 18
user_id: 110849747, buy_count: 10
user_id: 110873850, buy_count: 11
user_id: 110883373, buy_count: 66
user_id: 110893699, buy_count: 6
user_id: 11089553, buy_count: 9
user_id: 110948075, buy_count: 7
user_id: 110954163, buy_count: 37
user_id: 110973740, buy_count: 11
user_id: 110976685, buy_count: 130
user_id: 110989739, buy_count: 58
user_id: 111035639, buy_count: 9
user_id: 111035741, buy_count: 4
user_id: 111041160, buy_count: 27
user_id: 111041306, buy_count: 4
user_id: 111058819, buy_count: 13
user_id: 11106706, buy_count: 9
user_id: 111073682, buy_count: 3
user_id: 111124413, buy_count: 9
user_id: 111144279, buy_count: 10
user_id: 111167137, buy_count: 12
user_id: 111173414, buy_count: 16
user_id: 111181181, buy_count: 2
user_id: 111195634, buy_count: 10
user_id: 11119577, buy_count: 7
user_id: 111213707, buy_count: 10
user_id: 1112140, buy_count: 3
user_id: 111232777, buy_count: 4
user_id: 111236021, buy_count: 2
user_id: 111238404, buy_count: 4
user_id: 111240351, buy_count: 12
user_id: 111246826, buy_count: 11
user_id: 111276571, buy_count: 15
user_id: 111311037, buy_count: 13
user_id: 111322415, buy_count: 2
user_id: 111325865, buy_count: 13
user_id: 111363768, buy_count: 2
user_id: 111415929, buy_count: 7
user_id: 11141921, buy_count: 29
user_id: 11142295, buy_count: 4
user_id: 111459626, buy_count: 11
user_id: 111474212, buy_count: 25
user_id: 111481622, buy_count: 6
user_id: 111486485, buy_count: 5
user_id: 111492650, buy_count: 1
user_id: 111497529, buy_count: 5
user_id: 111509835, buy_count: 3
user_id: 111518720, buy_count: 12
